stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
Schwäbisch Gmünd,545279,642305,48.80101,9.787795,,
Scinawa,,456995,51.409657,16.421356,1,
Scinawa,456995,87220,51.409657,16.421356,,
Sedziszow Malopolski,,292231,50.07528,21.694704,1,
Sedziszow Malopolski,292231,624614,50.07528,21.694704,,
Sevnica,,387709,46.009678,15.301231,1,
Sevnica,387709,28340,46.009678,15.301231,,
Siegburg Bf,,513861,50.793907,7.203024,1,
Siegburg/Bonn,513861,527413,50.793915,7.203026,,
Siegen Hbf,,294041,50.87594,8.016512,1,
Siegen Hbf,294041,654032,50.87594,8.016508,,
Siegen-Weidenau,654793,185710,50.895966,8.029842,,
Siegen-Weidenau Bf,,654793,50.895966,8.029843,1,
Sieradz,,153336,51.59766,18.714989,1,
Sieradz,153336,515493,51.59766,18.714989,,
Singen (Htw) Bahnhof,,388981,47.758987,8.841345,1,
Singen(Hohentwiel),388981,225470,47.75888,8.841269,,
Skierniewice,,453730,51.967182,20.149752,1,
Skierniewice,453730,422224,51.967182,20.149752,,
Slagelse st,,430006,55.407555,11.348057,1,
Slagelse st,430006,427351,55.407555,11.348057,,
Soest,481360,99319,51.57842,8.104589,,
"Soest, Bahnhof",,481360,51.57842,8.104592,1,
Sonthofen,,347379,47.513283,10.272092,1,
Sonthofen,347379,295924,47.513283,10.272093,,
Sopot,,28247,54.440166,18.562323,1,
Sopot,28247,365644,54.440166,18.562323,,
Soroe st,,363276,55.419018,11.568794,1,
Soroe st,363276,23789,55.419018,11.568794,,
Sosnowiec Glowny,,42462,50.2789,19.126411,1,
Sosnowiec Glowny,42462,508614,50.2789,19.126411,,
Spaichingen,472716,433954,48.06899,8.740147,,
Spaichingen Bahnhof,,472716,48.069103,8.740177,1,
Spiez,,62753,46.686398,7.680103,1,
Spiez,62753,56909,46.686398,7.680103,,
Spittal-Millstätter See,,509476,46.795734,13.487544,1,
Spittal-Millstätter See,509476,542859,46.795734,13.487544,,
Sroda Wielkopolska,,290506,52.21805,17.274818,1,
Sroda Wielkopolska,290506,64223,52.21805,17.274818,,
St Georgen(Schwarzw),230188,440865,48.123814,8.341955,,
St. Anton am Arlberg,,426792,47.12733,10.267088,1,
St. Anton am Arlberg,426792,480401,47.12733,10.267088,,
St. Gallen(CH),,187107,47.42318,9.369897,1,
St. Gallen(CH),187107,233044,47.42318,9.369897,,
St. Georgen Bahnhof,,230188,48.124187,8.342762,1,
St. Johann im Pongau,,390207,47.348377,13.194961,1,
St. Johann im Pongau,390207,304823,47.348377,13.194961,,
St. Johann in Tirol,,205890,47.51962,12.430775,1,
St. Johann in Tirol,205890,187335,47.51962,12.430775,,
St. Margrethen SG,,123214,47.453217,9.638262,1,
St. Margrethen SG,123214,81410,47.453217,9.638262,,
St. Paul im Lavanttal,,661865,46.72139,14.85579,1,
St. Paul im Lavanttal,661865,556215,46.72139,14.85579,,
St.Pölten Hbf,,477737,48.208275,15.624683,1,
St.Pölten Hbf,477737,284232,48.208275,15.624683,,
Stadtroda,,234517,50.86817,11.723213,1,
Stadtroda,234517,531599,50.868217,11.722792,,
Stargard,,671623,53.33975,15.031746,1,
Stargard,671623,550472,53.33975,15.031746,,
Stein-Säckingen,,378575,47.541607,7.948843,1,
Stein-Säckingen,378575,432526,47.541607,7.948843,,
Stendal Hbf,,401166,52.594723,11.854412,1,
Stendal Hbf,401166,219221,52.594837,11.855358,,2
Stendal Hbf,401166,447703,52.59494,11.85532,,1
Stendal Hbf,401166,541126,52.594723,11.855409,,
Stendal Hbf,401166,653092,52.594784,11.855384,,3
Stralsund Hauptbahnhof,,69350,54.309105,13.077773,1,
Stralsund Hbf,69350,209112,54.308624,13.077321,,
Strasbourg,,583423,48.58534,7.734067,1,
Strasbourg,583423,584648,48.58534,7.734067,,
Sturovo,,414956,47.800125,18.67992,1,
Sturovo,414956,32975,47.800125,18.67992,,
Stuttgart Hbf,114314,196721,48.78478,9.182757,,
Stuttgart-Vaihingen,218595,644038,48.72628,9.113226,,
Sulz (Neckar) Bahnhof,,602564,48.366825,8.636924,1,
Sulz(Neckar),602564,138967,48.366486,8.636748,,
Swidnik Miasto,,665049,51.223846,22.695324,1,
Swidnik Miasto,665049,465685,51.223846,22.695324,,
Swiebodzin,,332601,52.245144,15.53954,1,
Swiebodzin,332601,551127,52.245144,15.53954,,
Swinoujscie,,519803,53.90482,14.266627,1,
Swinoujscie,519803,14835,53.90482,14.266627,,
Szamotuly,,29924,52.603542,16.58542,1,
Szamotuly,29924,92132,52.603542,16.58542,,
Szczecin Dabie,,145684,53.391228,14.669465,1,
Szczecin Dabie,145684,586888,53.391228,14.669465,,
Szczecin Glowny,,531913,53.418785,14.550318,1,
Szczecin Glowny,531913,135123,53.418785,14.550318,,
Szob,,379830,47.821,18.862057,1,
Szob,379830,278779,47.821,18.862057,,
Szob(Gr),,371559,47.824898,18.844774,1,
Szob(Gr),371559,139456,47.824898,18.844774,,
Tarnow,,461801,50.0054,20.97418,1,
Tarnow,461801,491172,50.0054,20.97418,,
Tatabanya,,461541,47.58493,18.393612,1,
Tatabanya,461541,241501,47.58493,18.393612,,
Tczew,,414730,54.09732,18.790155,1,
Tczew,414730,24524,54.09732,18.790155,,
Telfs-Pfaffenhofen,,640088,47.30071,11.078869,1,
Telfs-Pfaffenhofen,640088,154025,47.30071,11.078869,,
Thun,,590414,46.754852,7.629606,1,
Thun,590414,341113,46.754852,7.629606,,
Tinglev st,,283379,54.936172,9.258234,1,
Tinglev st,283379,314394,54.936172,9.258234,,
Traunstein,,669169,47.86973,12.638802,1,
Traunstein,669169,488141,47.869728,12.638801,,
Trento,,114343,46.07229,11.1189,1,
Trento,114343,603922,46.07229,11.1189,,
Treuchtlingen,,302672,48.96127,10.908162,1,
Treuchtlingen,302672,506990,48.961266,10.908159,,
Treysa,,525052,50.91066,9.185673,1,
Treysa,525052,483769,50.91066,9.185673,,
Trzebinia,,119705,50.153934,19.453215,1,
Trzebinia,119705,349125,50.153934,19.453215,,
Tuttlingen,250075,226981,47.98058,8.798542,,
Tuttlingen Bahnhof,,250075,47.980576,8.798702,1,
Tutzing,,446418,47.9074,11.273731,1,
Tutzing,446418,350891,47.907143,11.27289,,
Uelzen,,302811,52.96979,10.553017,1,
Uelzen,302811,404787,52.969837,10.55279,,
Ulm Hauptbahnhof,,131190,48.39912,9.984181,1,
Ulm Hbf,131190,597016,48.3994,9.982608,,
Usti nad Labem hl.n.,,495803,50.65956,14.044728,1,
Usti nad Labem hl.n.,495803,22,50.65956,14.044728,,
Utrecht Centraal,,188271,52.089397,5.109861,1,
Utrecht Centraal,188271,176048,52.089397,5.109861,,
Vac,,163973,47.782726,19.13306,1,
Vac,163973,104755,47.782726,19.13306,,
Vaihingen,,218595,48.72698,9.113912,1,
Vaihingen (E),,254180,48.94815,8.957578,1,
Vaihingen(Enz),254180,189949,48.948116,8.957632,,
Vamdrup st,,151702,55.428093,9.286454,1,
Vamdrup st,151702,469617,55.428093,9.286454,,
Velden am Wörther See,,284623,46.620056,14.04472,1,
Velden am Wörther See,284623,225094,46.620056,14.04472,,
Velgast,,369680,54.277256,12.803149,1,
Velgast,369680,511772,54.277317,12.803137,,
Venezia Mestre,,589974,45.481907,12.231898,1,
Venezia Mestre,589974,189812,45.481907,12.231898,,
Venezia Santa Lucia,,584890,45.441395,12.320459,1,
Venezia Santa Lucia,584890,346332,45.441395,12.320459,,
Venlo,,328381,51.364407,6.171838,1,
Venlo,328381,539391,51.364407,6.171838,,
Venlo(Gr),,237328,51.340893,6.192712,1,
Venlo(Gr),237328,184654,51.340893,6.192712,,
Verden(Aller),,680274,52.920864,9.237906,1,
Verden(Aller),680274,379274,52.92083,9.237933,,
Verona Porta Nuova,,240106,45.428658,10.982739,1,
Verona Porta Nuova,240106,100665,45.428658,10.982739,,
Vicenza,,678649,45.5411,11.540777,1,
Vicenza,678649,417281,45.5411,11.540777,,
Viersen,419011,175442,51.254948,6.403896,,
Viersen Bahnhof,,419011,51.2545,6.404,1,
Villach Hbf,,256461,46.618614,13.848449,1,
Villach Hbf,256461,287464,46.618614,13.848449,,
Villingen Bahnhof/ZOB,,237604,48.057804,8.465526,1,
Villingen(Schwarzw),237604,77507,48.05802,8.465261,,
Visp,,484964,46.29403,7.881465,1,
Visp,484964,566496,46.29403,7.881465,,
Vojens st,,136249,55.248478,9.304915,1,
Vojens st,136249,12351,55.248478,9.304915,,
Wabern(Bz Kassel),,273518,51.103134,9.35804,1,
Wabern(Bz Kassel),273518,42436,51.103134,9.35804,,
Warburg(Westf),317772,631526,51.492954,9.163845,,
"Warburg, Bahnhof",,317772,51.492954,9.163849,1,
Waren (Müritz) Bahnhof,,72476,53.52151,12.681077,1,
Waren(Müritz),72476,461848,53.52151,12.680678,,
Warnemünde,,287445,54.17711,12.090839,1,
Warnemünde,287445,470937,54.176853,12.091271,,
Warszawa Centralna,,522651,52.22886,21.003235,1,
Warszawa Centralna,522651,266625,52.22886,21.003235,,
Warszawa Wschodnia,,115897,52.25155,21.052336,1,
Warszawa Wschodnia,115897,322256,52.25155,21.052336,,
Warszawa Zachodnia,,387748,52.21997,20.965246,1,
Warszawa Zachodnia,387748,138396,52.21997,20.965246,,
Wegliniec,,369333,51.290108,15.223085,1,
Wegliniec,369333,681079,51.290108,15.223085,,
Weil am Rhein,178630,219240,47.59361,7.60844,,
Weil am Rhein Bahnhof,,178630,47.59434,7.608892,1,
Weilheim,,513623,47.845108,11.143502,1,
Weilheim(Oberbay),513623,38650,47.845364,11.14286,,
Weimar,,587809,50.991486,11.326463,1,
Weimar,587809,648266,50.991486,11.326458,,
Weinheim(Bergstr)Hbf,600876,628626,49.553303,8.665351,,
"Weinheim, Hauptbahnhof",,600876,49.55333,8.665697,1,
Weißenfels,,452090,51.204617,11.970926,1,
Weißenfels,452090,429723,51.204617,11.970926,,
Wels Hbf,,154953,48.166077,14.026569,1,
Wels Hbf,154953,90272,48.166077,14.026569,,
Werdohl,343556,203093,51.259483,7.757544,,
"Werdohl, Bahnhof",,343556,51.259487,7.757545,1,
Westerland(Sylt),368944,454762,54.906853,8.31098,,
Westerland(Sylt) ZOB/Bahnhof,,368944,54.906895,8.310884,1,
Westerstede-Ocholt,,61924,53.20229,7.886531,1,
Westerstede-Ocholt,61924,361368,53.202248,7.886519,,
Weststeiermark,,437022,46.813923,15.296772,1,
Weststeiermark,437022,11869,46.813923,15.296772,,
Wetzlar,164684,319380,50.56563,8.503819,,
Wetzlar Bahnhof,,164684,50.56566,8.504213,1,
Wien Hauptbahnhof,,416262,48.185104,16.377113,1,
Wien Hbf,416262,151231,48.1851,16.377113,,
Wien Meidling,,29104,48.174583,16.333736,1,
Wien Meidling,29104,656040,48.174583,16.333736,,
Wiener Neustadt Hbf,,180438,47.81108,16.233652,1,
Wiener Neustadt Hbf,180438,518554,47.81108,16.233652,,
Wiesbaden Hauptbahnhof,,67680,50.069477,8.244631,1,
Wiesbaden Hbf,67680,385355,50.07079,8.243731,,
Wiesbaden-Mainz-Kastel Bahnhof,,288189,50.007133,8.282617,1,
Wiesloch-Walldorf,548263,482349,49.29135,8.664146,,
"Wiesloch-Walldorf, Bf",,548263,49.29107,8.664224,1,
Winterthur,,61232,47.500336,8.723821,1,
Winterthur,61232,385815,47.500336,8.723821,,
Witten Hbf,,30935,51.43542,7.330217,1,
Witten Hbf,30935,513576,51.435543,7.329442,,
Wloszczowa Polnoc,,34153,50.85811,19.947002,1,
Wloszczowa Polnoc,34153,66751,50.85811,19.947002,,
Woerden,,63982,52.08515,4.893511,1,
Woerden,63982,548584,52.08515,4.893511,,
Wolfsburg Hbf,593820,626742,52.429497,10.787784,,
"Wolfsburg, Hauptbahnhof",,593820,52.42946,10.78776,1,
Wolow,,420121,51.333015,16.633755,1,
Wolow,420121,578491,51.333015,16.633755,,
Worms Hbf,486560,168504,49.63494,8.356448,,
"Worms, Hauptbahnhof",,486560,49.635113,8.356955,1,
Wroclaw Glowny,,560849,51.09808,17.037088,1,
Wroclaw Glowny,560849,335911,51.09808,17.037088,,
Wronki,,59978,52.704967,16.38615,1,
Wronki,59978,230714,52.704967,16.38615,,
Wunstorf,,127400,52.422344,9.450421,1,
Wunstorf,127400,124771,52.422226,9.450976,,
Wysoka Kamienska,,303201,53.82494,14.832578,1,
Wysoka Kamienska,303201,657245,53.82494,14.832578,,
Wörgl Hbf,,250546,47.4918,12.060581,1,
Wörgl Hbf,250546,34533,47.4918,12.060581,,
Würzburg Hbf,,186237,49.801796,9.93578,1,
Würzburg Hbf,186237,2006,49.801796,9.93578,,
Zabrze,,677190,50.30528,18.786947,1,
Zabrze,677190,443634,50.30528,18.786947,,
Zagreb Glavni kolodvor,,604059,45.80444,15.978705,1,
Zagreb Glavni kolodvor,604059,150709,45.80444,15.978705,,
Zapresic,,638965,45.844494,15.813187,1,
Zapresic,638965,410391,45.844494,15.813187,,
Zawiercie,,140430,50.481018,19.422993,1,
Zawiercie,140430,545409,50.481018,19.422993,,
Zbaszyn,,635644,52.259502,15.894974,1,
Zbaszyn,635644,239231,52.259502,15.894974,,
Zbaszynek,,19503,52.242508,15.818092,1,
Zbaszynek,19503,41357,52.242508,15.818092,,
Zdunska Wola,,509072,51.61125,18.946575,1,
Zdunska Wola,509072,313893,51.61125,18.946575,,
Zell am See,,269774,47.32052,12.796571,1,
Zell am See,269774,240872,47.32052,12.796571,,
Zidani Most,,583268,46.085587,15.170324,1,
Zidani Most,583268,564633,46.085587,15.170324,,
Zielona Gora Glowna,,502554,51.947437,15.513709,1,
Zielona Gora Glowna,502554,209119,51.947437,15.513709,,
Zmigrod,,65975,51.474678,16.901731,1,
Zmigrod,65975,326835,51.474678,16.901731,,
Zyrardow,,105633,52.052116,20.448338,1,
Zyrardow,105633,219418,52.052116,20.448338,,
Zürich Flughafen,,167563,47.450386,8.562402,1,
Zürich Flughafen,167563,236003,47.450386,8.562402,,
Zürich HB,,480061,47.378178,8.540212,1,
Zürich HB,480061,200756,47.378178,8.540212,,
Züssow,230608,121193,53.97388,13.548191,,
Züssow Bahnhof,,230608,53.97299,13.549442,1,
Ötztal,,31409,47.238483,10.859114,1,
Ötztal,31409,300520,47.238483,10.859114,,
