route_id,service_id,trip_id
21,358,1418214
21,358,594320
21,358,790980
21,358,931838
21,358,991851
21,378,1074762
21,386,1399849
21,386,264564
21,416,184960
21,427,452846
21,427,734210
21,427,911405
21,438,431370
21,439,1088041
21,439,1258330
21,473,1047010
21,473,808570
21,480,1250127
21,499,1315329
21,512,313305
21,513,862154
21,529,1018374
21,529,1083959
21,529,110031
21,529,1119446
21,529,1189624
21,529,123105
21,529,1289261
21,529,129568
21,529,1318150
21,529,1370833
21,529,1437849
21,529,1441156
21,529,1463420
21,529,1466249
21,529,1501708
21,529,171755
21,529,193494
21,529,19713
21,529,22130
21,529,28831
21,529,332518
21,529,346702
21,529,403431
21,529,453214
21,529,459620
21,529,50255
21,529,589459
21,529,619770
21,529,64679
21,529,652838
21,529,655831
21,529,742872
21,529,782553
21,529,789517
21,529,827421
21,529,865446
21,532,280476
21,545,148893
21,549,875795
21,566,1154300
21,566,1174698
21,566,1212201
21,566,1219312
21,566,1265439
21,566,1398718
21,566,1504776
21,566,173403
21,566,176567
21,566,373434
21,566,388817
21,566,415405
21,566,469427
21,566,641709
21,566,689633
21,566,786369
21,566,851819
21,566,881324
21,566,962378
21,570,1086477
21,611,1246819
21,62,1244407
21,62,305990
21,62,403230
21,626,61899
21,643,59211
21,65,985038
21,66,13840
21,676,32341
21,702,114931
21,702,1196533
21,702,119700
21,702,672134
21,730,346407
21,736,346254
21,745,1197072
21,745,1321186
21,745,303895
21,750,1479384
21,750,496941
21,751,1211053
21,751,1492241
21,751,25516
21,766,1421864
21,769,806063
21,775,1369397
21,775,1404262
21,781,1230577
21,80,182710
21,816,1215329
21,816,60286
21,825,837721
21,873,1231589
21,874,499152
21,892,1350986
21,900,1105110
21,914,1494811
21,914,1502425
21,983,446324
21,991,1067313
21,997,350191
21,998,1048062
21,998,52786
22,1006,793542
22,106,110922
22,106,1232554
22,106,1406239
22,106,381862
22,106,72575
22,123,873934
22,150,1166353
22,20,1106515
22,20,328914
22,208,1085914
22,208,1140246
22,208,1356358
22,208,1396597
22,208,1401347
22,208,1408751
22,208,16292
22,208,323016
22,208,346530
22,208,378558
22,208,533318
22,208,760375
22,208,824132
22,208,89637
22,208,941959
22,220,371
22,241,980936
22,248,1182292
22,248,1394762
22,248,34524
22,248,527973
22,286,411048
22,304,1050281
22,304,1189442
22,304,119798
22,304,1204040
22,304,128675
22,304,1312159
22,304,171187
22,304,261367
22,304,303360
22,304,340545
22,304,629040
22,304,76297
22,304,785339
22,304,87392
22,304,976816
22,310,1080417
22,310,1080480
22,310,315481
22,310,756696
22,310,9004
22,352,1062807
22,352,1420249
22,358,217113
22,358,992861
22,36,1239456
22,392,535115
22,416,972952
22,425,977325
22,458,845311
22,459,532700
22,461,1007615
22,461,824976
22,470,1229542
22,480,687871
22,486,333241
22,486,348389
22,486,590446
22,486,751768
22,491,1101745
22,491,1435479
22,491,604137
22,491,680238
22,500,1083463
22,512,143964
22,529,1117121
22,529,119021
22,529,1247257
22,529,1293107
22,529,1327968
22,529,1408400
22,529,1519688
22,529,216531
22,529,957830
22,532,1429274
22,576,1294835
22,576,482019
22,576,660954
22,576,944323
22,577,194999
22,58,481713
22,618,728728
22,642,29512
22,643,718933
22,66,1063039
22,66,118225
22,66,276651
22,66,341130
22,678,928040
22,727,1065486
22,73,1014300
22,73,1201705
22,73,612157
22,73,69032
22,73,774546
22,739,171559
22,745,104983
22,745,1438070
22,754,1101772
22,766,493324
22,777,981026
22,80,75629
22,807,1071481
22,813,134544
22,869,740802
22,873,1408580
22,922,1107884
22,945,1222556
22,945,1426908
22,945,223745
22,945,673560
22,945,80020
22,945,901426
22,951,1141971
22,951,1185612
22,951,1273232
22,951,1302982
22,951,1333505
22,951,1450107
22,951,180154
22,951,249224
22,951,428396
22,951,557599
22,951,7157
22,951,738402
22,951,845767
22,951,87663
22,951,965003
22,970,1371085
23,208,765473
23,239,1382700
24,529,1238199
24,589,316419
24,589,388803
25,13,906868
25,181,41890
25,208,454725
25,227,63644
25,474,44164
25,529,1082848
25,529,1265853
25,529,481078
25,589,1099044
25,589,1323536
25,589,328871
25,592,212345
25,643,1760
25,895,300734
26,1023,1427151
26,144,1017824
26,153,525831
26,235,1323727
26,30,3099
26,304,1143510
26,304,146643
26,304,88755
26,352,1269614
26,352,1319238
26,352,1330444
26,352,283068
26,352,313969
26,352,911537
26,358,878545
26,373,547432
26,383,870035
26,395,492078
26,401,1353933
26,401,246627
26,401,798516
26,439,1147160
26,458,67705
26,458,942565
26,554,169576
26,592,877204
26,643,1239645
26,667,137153
26,671,145403
26,70,1006461
26,70,287554
26,727,1301649
26,727,42975
26,727,487967
26,727,580189
26,727,821842
26,727,909383
26,80,266480
26,812,391639
26,827,938346
26,887,783373
26,895,1146735
26,947,960115
26,951,581131
26,981,1047818
26,981,1423357
26,981,184768
26,981,848397
27,1011,579664
27,107,15067
27,322,88114
27,358,148182
27,448,1317483
27,461,1145873
27,504,406927
27,561,1291039
27,648,1058858
27,826,967829
27,966,795396
28,152,1314993
28,152,553309
28,326,1394307
28,560,1281621
28,560,1328354
28,569,437675
28,751,12793
28,751,160162
28,866,1220220
28,871,1018872
28,9,688031
29,13,1079
29,24,1239127
29,371,1145969
29,371,1452063
29,371,44322
29,371,821836
29,371,924979
29,62,1001797
29,62,1207384
29,62,905206
29,62,943436
29,698,496480
29,698,841250
29,733,1450986
29,757,1303520
29,757,483711
29,892,327814
29,892,717177
29,892,95336
3,11,1409107
3,208,1057640
3,208,211157
3,353,1194714
3,458,1042458
3,458,1326370
3,473,1517573
3,485,1043706
3,485,1082889
3,485,1415093
3,485,630674
3,485,735230
3,495,140488
3,495,252208
3,560,1137665
3,560,1143079
3,574,821265
3,643,1059723
3,643,314926
3,670,1518195
3,670,486213
3,670,648746
3,745,261425
3,784,180175
3,807,727370
3,955,116905
3,955,471378
3,973,774098
30,115,580452
30,148,195409
30,148,614067
30,186,366666
30,208,126860
30,208,1320082
30,222,430864
30,243,128902
30,304,62586
30,327,30893
30,368,954974
30,371,438889
30,427,1014321
30,458,899595
30,460,1105067
30,485,1504838
30,523,921930
30,529,1072792
30,529,120627
30,529,139385
30,529,426425
30,589,341510
30,62,1228021
30,62,809530
30,643,1013926
30,648,1240251
30,678,540260
30,730,22279
30,745,647130
30,757,300140
30,800,140260
30,807,1053805
30,817,1314466
30,873,1347405
30,892,206607
30,94,1058780
30,941,1351220
30,951,777867
31,108,1240546
31,208,559608
31,242,75069
31,351,904130
31,352,1448163
31,352,1482577
31,365,1160723
31,403,949356
31,427,361319
31,458,498995
31,474,1052113
31,474,325031
31,474,96232
31,570,1315615
31,643,1282501
31,777,658338
32,1021,232724
32,1021,469852
32,141,323887
32,352,1251287
32,352,1265650
32,352,357323
32,458,817013
32,553,1052952
32,70,1235046
32,815,143615
32,896,127796
32,896,356729
32,896,562824
33,1016,123273
33,130,1028366
33,130,1161164
33,130,1236119
33,130,1245937
33,130,124682
33,130,1321860
33,130,282439
33,130,347596
33,130,436390
33,130,686542
33,138,194827
33,14,1481637
33,153,753201
33,16,1338928
33,162,330696
33,17,933015
33,208,1015123
33,208,1037138
33,208,10826
33,208,1243148
33,208,332216
33,208,51411
33,208,590344
33,208,619332
33,208,957668
33,208,991386
33,241,810620
33,243,129689
33,243,668214
33,243,852002
33,271,1179100
33,327,1159538
33,350,436362
33,358,144592
33,358,307584
33,377,164969
33,38,1131720
33,38,325219
33,38,566626
33,38,760185
33,38,944744
33,40,793189
33,427,384875
33,458,1028992
33,507,1076527
33,507,1105583
33,507,1220556
33,507,46763
33,507,859934
33,528,1324122
33,55,1509514
33,564,130779
33,570,523810
33,584,131622
33,584,1363749
33,584,1402760
33,584,1440131
33,584,370411
33,584,956074
33,643,1296051
33,643,617772
33,652,1476899
33,69,1461443
33,706,170495
33,722,1230745
33,724,1083830
33,724,1308846
33,724,1388409
33,724,46958
33,724,624795
33,724,705168
33,724,909434
33,807,1319290
33,85,1328797
33,856,701784
33,934,367663
33,934,627146
33,934,803595
33,956,819457
34,1016,1217776
34,11,1285628
34,11,1346158
34,11,1353019
34,11,1376977
34,11,174495
34,11,207120
34,11,326506
34,11,469631
34,11,731491
34,11,823628
34,11,96779
34,11,991409
34,114,969687
34,120,1023024
34,123,1028764
34,123,789272
34,127,1293730
34,127,1345769
34,127,247091
34,13,431067
34,138,125240
34,152,1296568
34,152,343879
34,163,825917
34,171,1408047
34,197,310208
34,209,1091527
34,235,368361
34,266,508015
34,281,7233
34,282,1378452
34,304,1040421
34,310,880173
34,316,1145181
34,316,1151070
34,352,1159665
34,352,231574
34,352,341318
34,352,394406
34,352,621866
34,352,634260
34,352,765139
34,352,971271
34,354,1072622
34,373,1190138
34,433,70216
34,433,911997
34,437,379782
34,439,1063139
34,439,1107371
34,439,124841
34,439,1296394
34,439,170073
34,439,18374
34,439,56650
34,439,579355
34,439,608345
34,439,620934
34,439,630895
34,439,649934
34,439,651416
34,439,67839
34,447,1053195
34,461,69334
34,480,18992
34,482,1283422
34,538,694312
34,560,1429787
34,660,224483
34,671,1224776
34,732,906718
34,765,177159
34,765,991585
34,766,664419
34,776,1103428
34,833,715781
34,840,1520442
34,841,537132
34,875,426023
34,914,248544
34,944,18144
34,99,233232
34,990,1393328
34,993,63865
35,121,692184
35,136,1479722
35,151,365172
35,173,861476
35,243,1364718
35,371,1229348
35,371,159763
35,371,261350
35,371,311559
35,371,327824
35,371,593426
35,458,517228
35,477,507637
35,579,844238
35,648,1297434
35,648,834442
35,653,1411151
35,653,1431547
35,653,536410
35,653,587282
35,653,659282
35,653,780854
35,72,999768
35,741,851749
35,751,1507570
35,809,391776
35,899,1172631
35,899,121135
35,899,1443770
35,899,186629
35,899,369423
35,899,423760
35,899,997980
35,938,1087078
36,716,1329659
37,442,653949
37,489,113091
38,1006,129261
38,108,964358
38,153,901958
38,165,630148
38,173,1190962
38,173,1247931
38,173,1369151
38,173,1450917
38,173,242425
38,173,320505
38,173,651020
38,173,661
38,173,694317
38,173,828954
38,178,28785
38,199,706237
38,203,661994
38,208,1009457
38,208,1013175
38,208,1038993
38,208,1139392
38,208,117448
38,208,126508
38,208,1429352
38,208,1488554
38,208,1494315
38,208,192443
38,208,224276
38,208,292947
38,208,359257
38,208,803504
38,208,828445
38,208,889353
38,208,900657
38,211,948113
38,243,1323825
38,258,1178349
38,258,533907
38,263,299443
38,269,1033445
38,272,358923
38,303,1066342
38,304,1331897
38,307,1131174
38,307,1249107
38,310,1902
38,327,1184361
38,327,521751
38,332,1497847
38,338,1493860
38,354,1362280
38,357,1266121
38,357,5327
38,358,110509
38,358,1318085
38,358,1474994
38,358,720444
38,358,740032
38,358,799240
38,358,904481
38,376,66581
38,386,677128
38,393,1313683
38,395,1046711
38,395,1106676
38,395,1391598
38,399,469535
38,401,189989
38,45,103821
38,474,611735
38,480,1392185
38,498,380049
38,526,814296
38,529,1149637
38,529,446794
38,529,675226
38,529,953680
38,543,978910
38,547,322168
38,551,295425
38,591,1263262
38,591,1512060
38,591,275143
38,591,781000
38,591,866277
38,592,1116151
38,608,282128
38,612,890352
38,62,1048161
38,643,1326826
38,643,1344639
38,643,1406284
38,643,747711
38,654,1296435
38,657,398326
38,670,1271133
38,681,189675
38,699,37766
38,70,1267075
38,70,1396707
38,704,1288231
38,711,101513
38,714,536872
38,730,1358377
38,730,168787
38,730,570989
38,730,682821
38,730,795114
38,730,806476
38,730,866317
38,745,106911
38,751,577003
38,764,1510507
38,774,1030242
38,806,335128
38,832,474785
38,855,1085444
38,873,1102343
38,873,1186830
38,873,1366449
38,873,1470936
38,873,281743
38,873,385727
38,873,694550
38,873,765048
38,873,902062
38,873,953392
38,876,626571
38,894,71949
38,898,1202946
38,898,145946
38,899,1360872
38,90,1359619
38,914,1316884
38,942,394864
38,972,908465
38,978,1261863
39,1008,1288773
39,1009,153553
39,105,176633
39,105,612964
39,105,762323
39,107,723524
39,11,501978
39,11,823813
39,12,1153258
39,12,1423476
39,12,278
39,12,548325
39,12,686397
39,13,1017163
39,13,280956
39,13,781340
39,139,176010
39,153,126027
39,153,179410
39,169,1141891
39,169,1359037
39,171,1326003
39,177,86225
39,18,543915
39,183,1084483
39,184,1364689
39,191,1419185
39,191,1482736
39,191,1512865
39,191,780887
39,192,1146559
39,203,1099412
39,208,1306889
39,210,1307943
39,211,1158279
39,211,1242207
39,211,28142
39,211,64779
39,211,910659
39,211,935081
39,211,952809
39,221,191550
39,241,104560
39,241,1270706
39,241,1424228
39,241,1495253
39,241,997475
39,243,776993
39,266,472621
39,266,572303
39,28,1321458
39,28,705381
39,28,787600
39,301,128734
39,304,162462
39,304,568980
39,307,994886
39,310,555460
39,310,833371
39,310,856794
39,327,1183823
39,327,371811
39,330,1139688
39,330,1169033
39,330,1313290
39,330,1491832
39,330,163024
39,330,258340
39,330,480404
39,330,593594
39,330,894006
39,337,1010506
39,337,13399
39,337,142322
39,337,347077
39,337,355363
39,337,530221
39,337,649548
39,337,666254
39,337,801687
39,337,997948
39,341,757749
39,343,21485
39,343,400855
39,354,601515
39,358,1032618
39,358,389026
39,358,660780
39,38,631224
39,384,715105
39,386,71906
39,386,80995
39,416,1018586
39,427,722595
39,458,1250777
39,458,487212
39,461,1304119
39,461,1395300
39,461,757126
39,473,1465651
39,473,844728
39,480,1035051
39,480,1093474
39,480,1184224
39,480,1373030
39,480,284033
39,480,291339
39,480,572111
39,480,615830
39,480,933919
39,50,1059502
39,512,571064
39,529,1020774
39,529,1033451
39,529,1047489
39,529,1091954
39,529,1165208
39,529,1200681
39,529,224516
39,529,334399
39,529,408468
39,529,428555
39,529,445123
39,529,521170
39,529,628050
39,529,668360
39,529,71170
39,529,795804
39,529,85520
39,529,887391
39,529,906118
39,529,919592
39,529,958959
39,531,103634
39,531,1162430
39,531,17465
39,531,672499
39,531,840063
39,531,992664
39,532,1341410
39,536,532249
39,556,644151
39,570,1414063
39,570,663897
39,570,781915
39,589,1004734
39,589,1310741
39,589,594620
39,592,693397
39,605,178642
39,605,627964
39,619,1011840
39,62,930870
39,643,371080
39,643,949716
39,670,811511
39,676,631390
39,676,826852
39,678,191460
39,688,564624
39,702,1451609
39,702,328553
39,71,431708
39,71,623415
39,71,936658
39,723,459762
39,723,991969
39,730,910422
39,734,353794
39,745,180368
39,750,1037267
39,750,35471
39,750,40853
39,750,550926
39,751,219661
39,766,672523
39,766,837142
39,774,1102534
39,774,385531
39,774,399809
39,774,460925
39,774,552059
39,774,732075
39,777,721084
39,777,924134
39,788,546094
39,80,1239358
39,80,406630
39,807,168094
39,816,1039578
39,816,1163733
39,816,631477
39,816,892570
39,825,692432
39,838,392994
39,838,999744
39,848,380012
39,873,1506927
39,873,183296
39,873,587980
39,895,1113154
39,895,117417
39,895,123994
39,899,1020531
39,899,111633
39,899,554633
39,899,608005
39,899,730741
39,899,822799
39,906,1137817
39,914,1219866
39,914,1259669
39,914,313459
39,914,839588
39,914,963208
39,920,1506675
39,920,172666
39,920,379152
39,928,1129454
39,928,266231
39,928,361421
39,928,394649
39,928,659261
39,928,81962
39,928,855122
39,928,971738
39,932,1332805
39,932,518208
39,932,932479
39,950,474549
39,963,103284
39,978,357989
39,981,1039688
39,981,108043
39,981,1412488
39,981,1464683
39,981,1465331
39,981,212075
39,981,807107
39,981,853682
39,981,86776
39,981,972705
39,981,998975
39,983,1172355
39,983,1271545
39,983,1294468
39,983,410130
39,983,7809
39,983,801487
39,983,842864
39,983,993404
4,208,1280081
4,208,733378
4,239,1302812
4,496,809228
4,680,1072659
4,777,463106
40,1,1060788
40,1,669595
40,1021,367535
40,108,401905
40,123,131811
40,13,1414285
40,139,1017753
40,139,315452
40,154,943584
40,183,1156265
40,183,420618
40,183,604184
40,183,61586
40,183,835259
40,194,999712
40,195,1088568
40,20,1457188
40,202,1298695
40,203,1324595
40,208,289150
40,208,337536
40,208,777029
40,219,1016078
40,241,1498966
40,27,755557
40,277,182362
40,277,278896
40,277,480757
40,277,631205
40,277,926702
40,299,546304
40,304,1234830
40,304,1518761
40,310,347559
40,310,380893
40,327,310241
40,327,743603
40,332,173885
40,332,199100
40,336,850372
40,337,1105582
40,337,676030
40,337,993441
40,358,164659
40,358,693934
40,359,561360
40,38,657601
40,38,836695
40,389,1228626
40,392,489595
40,416,1510723
40,427,1459607
40,427,475044
40,427,497846
40,461,1451652
40,461,618683
40,461,86650
40,463,729208
40,480,1040579
40,480,116649
40,480,1362636
40,485,1161513
40,485,239465
40,491,490428
40,498,475656
40,50,1397472
40,525,1332644
40,529,1236729
40,529,1362491
40,529,1377972
40,529,476775
40,529,6608
40,529,814232
40,529,903332
40,552,1083262
40,566,987065
40,582,37154
40,582,520379
40,582,608172
40,582,64795
40,582,657560
40,582,783416
40,607,1266301
40,621,1076080
40,621,1093195
40,642,1004286
40,643,1462799
40,66,1067421
40,66,1270823
40,66,1285028
40,66,299105
40,66,699002
40,66,915374
40,670,278429
40,696,745338
40,725,945104
40,740,1211976
40,740,318563
40,751,1284176
40,766,745519
40,871,998031
40,873,1112450
40,873,59573
40,890,1422726
40,90,538806
40,90,900104
40,928,1366032
40,961,550653
40,963,339300
40,983,345672
40,996,152478
41,124,1255215
41,125,120848
41,152,1062087
41,152,1309096
41,153,1038651
41,171,438154
41,208,1075286
41,208,1217268
41,208,1245808
41,208,1289350
41,208,51179
41,208,762024
41,208,77642
41,208,864998
41,208,894043
41,208,903643
41,208,983535
41,22,438164
41,230,1367217
41,261,1272631
41,261,1373326
41,264,1105158
41,266,416953
41,266,914829
41,277,959900
41,28,554721
41,295,322962
41,304,922897
